anio,timestre,clave,salario,inpc_general,mexindpro
2005,1,25,138.2642872,76.19703,105.0543786
2005,2,25,140.7302143,75.12227,105.7389947
2005,3,25,142.3467053,74.69619,107.8074637
2005,4,25,143.3314945,77.28856,110.9397676
2006,1,25,144.7841808,78.76716,112.1336545
2006,2,25,147.1018616,77.47897,114.140797
2006,3,25,149.698773,77.43355,113.2200485
2006,4,25,152.6283718,80.34925,112.9463419
2007,1,25,155.5565711,81.99824,116.283485
2007,2,25,156.9850091,80.71014,115.4359435
2007,3,25,158.5895825,80.74844,115.7224699
2007,4,25,159.4615547,83.96295,115.3218362
2008,1,25,161.1216984,86.30889,116.4028017
2008,2,25,163.869962,85.46815,115.8726575
2008,3,25,166.7950333,85.92557,113.2364385
2008,4,25,168.1209515,89.48176,109.1938814
2009,1,25,169.3897467,91.9169,104.4461705
2009,2,25,170.5611305,91.21954,104.0040417
2009,3,25,171.0935311,91.02575,106.1386502
2009,4,25,172.0385934,94.06312,109.3413194
2010,1,25,172.8920118,96.9052,112.0859596
2010,2,25,174.9316925,95.04035,112.5118004
2010,3,25,177.196971,94.59943,113.4257218
2010,4,25,178.9823055,98.17066,114.9106933
2011,1,25,181.1194574,100.56938,115.9944754
2011,2,25,182.7993402,97.19758,116.4620657
2011,3,25,184.3415374,95.91463,117.9813496
2011,4,25,185.8490871,101.29347,119.6225905
2012,1,25,187.5025512,104.97507,120.4963085
2012,2,25,189.647647,101.5247,122.0109257
2012,3,25,191.3888807,100.86514,122.0605247
2012,4,25,192.9007481,105.52288,119.6407043
2001,1,26,113.7229937,66.31871,99.65866832
2001,2,26,118.4752864,65.76562,99.63357944
2001,3,26,119.06739,65.62004,100.053331
2001,4,26,122.7044084,67.22604,99.61450967
2002,1,26,125.2738291,68.50387,98.55714561
2002,2,26,125.8038429,67.62774,99.32485004
2002,3,26,127.9561336,67.6821,99.45769375
2002,4,26,130.5309577,71.07695,99.49988738
2003,1,26,131.8533911,73.03891,100.7079991
2003,2,26,133.8431147,70.90353,99.84226644
2003,3,26,135.5714574,69.89409,98.64165685
2003,4,26,137.6737344,73.51539,101.4634522
2004,1,26,140.6203808,75.93635,104.3735571
2004,2,26,142.9368037,73.29994,102.9221253
2004,3,26,144.8954152,72.44384,104.2730928
2004,4,26,146.8486544,77.1858,104.9995635
2005,1,26,149.8591082,79.05657,105.0543786
2005,2,26,153.1765556,76.88486,105.7389947
2005,3,26,156.0250835,75.68364,107.8074637
2005,4,26,158.7767498,79.72688,110.9397676
2006,1,26,160.441313,82.11834,112.1336545
2006,2,26,163.6170688,78.92091,114.140797
2006,3,26,165.4980834,78.33235,113.2200485
2006,4,26,168.0750793,82.81684,112.9463419
2007,1,26,170.2149917,85.23269,116.283485
2007,2,26,172.186252,82.08247,115.4359435
2007,3,26,174.8365785,81.12962,115.7224699
2007,4,26,177.166285,85.77672,115.3218362
2008,1,26,180.499692,88.44137,116.4028017
2008,2,26,182.3673876,85.7942,115.8726575
2008,3,26,185.5973391,85.3571,113.2364385
2008,4,26,187.7965348,90.49689,109.1938814
2009,1,26,189.5858532,93.46223,104.4461705
2009,2,26,191.0057825,90.81356,104.0040417
2009,3,26,191.3674601,89.50013,106.1386502
2009,4,26,192.7195932,93.94457,109.3413194
2010,1,26,194.3415917,97.25187,112.0859596
2010,2,26,196.5559548,93.67685,112.5118004
2010,3,26,198.9996301,92.1484,113.4257218
2010,4,26,200.1369803,97.41181,114.9106933
2011,1,26,202.54759,100.78167,115.9944754
2011,2,26,204.660677,95.72502,116.4620657
2011,3,26,206.7468507,92.91598,117.9813496
2011,4,26,209.9857377,100.06575,119.6225905
2012,1,26,212.0170821,104.40651,120.4963085
2012,2,26,215.2850318,98.96764,122.0109257
2012,3,26,220.0595036,97.172,122.0605247
2012,4,26,221.2410826,103.6273,119.6407043
2001,1,27,110.7605321,61.56775,99.65866832
2001,2,27,112.9298072,61.81364,99.63357944
2001,3,27,113.2114941,62.27854,100.053331
2001,4,27,114.5540439,63.90866,99.61450967
2002,1,27,118.5066262,65.52796,98.55714561
2002,2,27,120.6508078,65.62548,99.32485004
2002,3,27,123.9851876,66.66247,99.45769375
2002,4,27,126.6027418,68.73891,99.49988738
2003,1,27,128.381997,69.76503,100.7079991
2003,2,27,130.988857,69.23494,99.84226644
2003,3,27,135.0132191,69.88611,98.64165685
2003,4,27,138.5405704,71.80199,101.4634522
2004,1,27,140.9849947,72.73064,104.3735571
2004,2,27,144.4773837,72.4439,102.9221253
2004,3,27,146.467013,73.41589,104.2730928
2004,4,27,149.7153166,76.18022,104.9995635
2005,1,27,153.0607093,77.18029,105.0543786
2005,2,27,156.2254447,76.70506,105.7389947
2005,3,27,159.5739444,77.25179,107.8074637
2005,4,27,162.6505934,78.80436,110.9397676
2006,1,27,164.6282797,80.05468,112.1336545
2006,2,27,166.5448618,79.03257,114.140797
2006,3,27,169.4748689,79.73069,113.2200485
2006,4,27,170.6774504,82.40031,112.9463419
2007,1,27,176.435175,83.424,116.283485
2007,2,27,178.1633611,82.54667,115.4359435
2007,3,27,181.1636308,83.0503,115.7224699
2007,4,27,184.3025872,85.2675,115.3218362
2008,1,27,188.7387453,86.43562,116.4028017
2008,2,27,190.3649453,86.11813,115.8726575
2008,3,27,193.2783628,87.63574,113.2364385
2008,4,27,197.761056,89.23725,109.1938814
2009,1,27,201.6870915,90.662,104.4461705
2009,2,27,203.9674202,92.05464,104.0040417
2009,3,27,206.0793192,92.78928,106.1386502
2009,4,27,208.1629386,93.36311,109.3413194
2010,1,27,210.0887583,95.46238,112.0859596
2010,2,27,212.8370739,96.00447,112.5118004
2010,3,27,213.8791245,96.41326,113.4257218
2010,4,27,213.0694836,99.30435,114.9106933
2011,1,27,213.7666294,100.40747,115.9944754
2011,2,27,215.3007812,99.36025,116.4620657
2011,3,27,217.1393813,99.67573,117.9813496
2011,4,27,219.8371229,102.89802,119.6225905
2012,1,27,222.8588037,104.51619,120.4963085
2012,2,27,223.4416817,103.18276,122.0109257
2012,3,27,228.1369136,104.90783,122.0605247
2012,4,27,233.3162082,107.02761,119.6407043
2001,1,28,129.0133959,65.18422,99.65866832
2001,2,28,134.9245457,65.81324,99.63357944
2001,3,28,136.70858,65.6548,100.053331
2001,4,28,140.554012,66.81339,99.61450967
2002,1,28,143.2388712,68.16795,98.55714561
2002,2,28,144.7925204,68.65214,99.32485004
2002,3,28,146.6974305,69.15402,99.45769375
2002,4,28,149.3953748,70.21282,99.49988738
2003,1,28,151.5369582,71.39928,100.7079991
2003,2,28,154.2717495,71.0841,99.84226644
2003,3,28,157.27061,71.46467,98.64165685
2003,4,28,160.4397486,72.97421,101.4634522
2004,1,28,163.1566374,74.3632,104.3735571
2004,2,28,165.7525542,74.47449,102.9221253
2004,3,28,168.2195366,74.74333,104.2730928
2004,4,28,170.6778635,76.7142,104.9995635
2005,1,28,173.7245312,77.18346,105.0543786
2005,2,28,176.6509056,77.46523,105.7389947
2005,3,28,179.2823177,77.87123,107.8074637
2005,4,28,181.6690139,79.5508,110.9397676
2006,1,28,184.2041032,80.8742,112.1336545
2006,2,28,186.710924,80.57717,114.140797
2006,3,28,189.3970327,81.12451,113.2200485
2006,4,28,191.1497845,82.73101,112.9463419
2007,1,28,193.2086263,84.14667,116.283485
2007,2,28,195.0912919,83.94155,115.4359435
2007,3,28,196.9714159,84.43449,115.7224699
2007,4,28,199.8511509,86.55426,115.3218362
2008,1,28,202.7033479,87.8629,116.4028017
2008,2,28,205.8969064,87.86519,115.8726575
2008,3,28,208.5288193,88.94396,113.2364385
2008,4,28,211.5176277,91.38049,109.1938814
2009,1,28,212.8954637,92.92418,104.4461705
2009,2,28,214.9841412,93.51616,104.0040417
2009,3,28,218.0962551,93.72766,106.1386502
2009,4,28,220.5374972,95.47049,109.3413194
2010,1,28,223.0316515,97.46965,112.0859596
2010,2,28,223.5342275,96.94325,112.5118004
2010,3,28,225.0055411,96.67372,113.4257218
2010,4,28,227.0597949,98.99741,114.9106933
2011,1,28,229.5395597,100.86821,115.9944754
2011,2,28,232.4323282,99.68164,116.4620657
2011,3,28,233.9938016,99.56307,117.9813496
2011,4,28,236.6131395,102.1597,119.6225905
2012,1,28,239.4857674,103.9114,120.4963085
2012,2,28,242.5402328,102.96351,122.0109257
2012,3,28,245.0589766,103.55322,122.0605247
2012,4,28,246.6599841,105.50202,119.6407043
2001,1,29,113.3463517,63.22999,99.65866832
2001,2,29,118.6730924,64.67736,99.63357944
2001,3,29,119.9195747,64.66801,100.053331
2001,4,29,126.037196,65.65126,99.61450967
2002,1,29,128.4017303,65.96432,98.55714561
2002,2,29,129.598957,66.74659,99.32485004
2002,3,29,131.919556,67.25824,99.45769375
2002,4,29,134.6955663,68.07098,99.49988738
2003,1,29,136.3410191,68.89497,100.7079991
2003,2,29,139.5243334,69.79468,99.84226644
2003,3,29,143.1219102,70.17617,98.64165685
2003,4,29,145.5253819,71.524,101.4634522
2004,1,29,147.6620724,73.00605,104.3735571
2004,2,29,148.6914973,73.57624,102.9221253
2004,3,29,149.1624147,74.57957,104.2730928
2004,4,29,151.4203997,76.38215,104.9995635
2005,1,29,154.02125,76.66551,105.0543786
2005,2,29,156.2712039,77.6445,105.7389947
2005,3,29,157.7657164,77.69251,107.8074637
2005,4,29,159.3728642,78.13011,110.9397676
2006,1,29,160.5577586,79.31496,112.1336545
2006,2,29,162.63438,79.5201,114.140797
2006,3,29,166.082385,80.49732,113.2200485
2006,4,29,168.2992087,82.10138,112.9463419
2007,1,29,169.8273287,82.60128,116.283485
2007,2,29,171.7838067,82.86212,115.4359435
2007,3,29,173.7531204,84.06268,115.7224699
2007,4,29,176.7411022,84.98913,115.3218362
2008,1,29,181.3102754,86.69386,116.4028017
2008,2,29,184.3841285,88.50383,115.8726575
2008,3,29,182.5182892,89.57948,113.2364385
2008,4,29,185.332651,91.35326,109.1938814
2009,1,29,186.6232016,92.48709,104.4461705
2009,2,29,190.410749,93.94209,104.0040417
2009,3,29,192.2142084,94.6041,106.1386502
2009,4,29,192.2809467,94.64107,109.3413194
2010,1,29,193.7545485,96.51898,112.0859596
2010,2,29,194.7328316,96.684,112.5118004
2010,3,29,196.8333635,97.27556,113.4257218
2010,4,29,198.2035068,99.03527,114.9106933
2011,1,29,200.1601081,100.58857,115.9944754
2011,2,29,201.1819298,101.24512,116.4620657
2011,3,29,203.645014,102.3184,117.9813496
2011,4,29,207.4606419,103.63745,119.6225905
2012,1,29,209.2309962,105.40356,120.4963085
2012,2,29,211.3875242,105.94363,122.0109257
2012,3,29,212.6162053,107.51032,122.0605247
2012,4,29,213.7165492,107.90623,119.6407043
2001,1,30,115.9528517,59.14779,99.65866832
2001,2,30,119.6647172,60.26925,99.63357944
2001,3,30,120.7767699,60.80864,100.053331
2001,4,30,124.552607,62.02716,99.61450967
2002,1,30,127.8886145,63.09071,98.55714561
2002,2,30,129.0079915,64.33348,99.32485004
2002,3,30,130.2860959,65.18377,99.45769375
2002,4,30,132.3925393,66.62756,99.49988738
2003,1,30,133.9641809,67.51402,100.7079991
2003,2,30,136.7160296,68.03478,99.84226644
2003,3,30,139.6730091,68.70805,98.64165685
2003,4,30,141.9033154,69.93847,101.4634522
2004,1,30,143.4235655,71.04284,104.3735571
2004,2,30,146.0051601,71.59603,102.9221253
2004,3,30,148.1959447,72.58762,104.2730928
2004,4,30,150.7500533,74.22367,104.9995635
2005,1,30,153.9900643,74.79741,105.0543786
2005,2,30,155.6403891,74.99891,105.7389947
2005,3,30,157.0963924,75.71103,107.8074637
2005,4,30,159.146816,76.97877,110.9397676
2006,1,30,158.3025458,78.16712,112.1336545
2006,2,30,163.5941476,78.18389,114.140797
2006,3,30,169.4101083,79.19326,113.2200485
2006,4,30,170.9654819,80.88718,112.9463419
2007,1,30,174.218801,81.88783,116.283485
2007,2,30,174.797195,81.68663,115.4359435
2007,3,30,176.0935857,82.60057,115.7224699
2007,4,30,178.5814317,84.13245,115.3218362
2008,1,30,181.1882763,85.23872,116.4028017
2008,2,30,184.3414124,86.05514,115.8726575
2008,3,30,186.9677836,87.40722,113.2364385
2008,4,30,190.5985033,90.23386,109.1938814
2009,1,30,193.3620049,91.67037,104.4461705
2009,2,30,196.4198852,92.15018,104.0040417
2009,3,30,199.8914078,92.91327,106.1386502
2009,4,30,203.0487448,94.39544,109.3413194
2010,1,30,206.7625522,96.85303,112.0859596
2010,2,30,209.028187,96.63618,112.5118004
2010,3,30,210.8980533,97.26889,113.4257218
2010,4,30,212.2597651,99.20072,114.9106933
2011,1,30,213.3737682,100.63305,115.9944754
2011,2,30,215.1560687,100.48966,116.4620657
2011,3,30,216.1695018,101.30218,117.9813496
2011,4,30,218.2694708,102.70521,119.6225905
2012,1,30,221.5496032,104.5204,120.4963085
2012,2,30,224.7492954,104.68648,122.0109257
2012,3,30,228.9238428,106.12081,122.0605247
2012,4,30,232.3602557,107.22104,119.6407043
2001,1,31,97.78688553,63.03354,99.65866832
2001,2,31,101.6775475,64.09918,99.63357944
2001,3,31,102.2298773,64.45726,100.053331
2001,4,31,105.8861397,65.11455,99.61450967
2002,1,31,108.3936865,66.37727,98.55714561
2002,2,31,109.8313071,67.01829,99.32485004
2002,3,31,110.9184513,67.91165,99.45769375
2002,4,31,113.6022206,69.77356,99.49988738
2003,1,31,115.8802816,70.7222,100.7079991
2003,2,31,118.0539863,70.24347,99.84226644
2003,3,31,120.0317447,70.3249,98.64165685
2003,4,31,121.708063,72.17911,101.4634522
2004,1,31,122.6319109,72.70166,104.3735571
2004,2,31,125.8189854,72.20956,102.9221253
2004,3,31,128.527989,73.48708,104.2730928
2004,4,31,130.5000854,76.09373,104.9995635
2005,1,31,133.1874616,76.6475,105.0543786
2005,2,31,136.4665128,75.99464,105.7389947
2005,3,31,140.914721,76.87746,107.8074637
2005,4,31,142.9360291,78.74361,110.9397676
2006,1,31,144.4629671,80.18261,112.1336545
2006,2,31,145.4583342,79.14076,114.140797
2006,3,31,146.6838815,79.25781,113.2200485
2006,4,31,149.1668583,82.12548,112.9463419
2007,1,31,151.2242498,83.25683,116.283485
2007,2,31,152.4278159,82.00965,115.4359435
2007,3,31,153.7418483,82.93983,115.7224699
2007,4,31,155.3486185,85.016,115.3218362
2008,1,31,158.0096856,86.01061,116.4028017
2008,2,31,161.0281465,86.32447,115.8726575
2008,3,31,163.5250919,87.54618,113.2364385
2008,4,31,164.940217,90.49255,109.1938814
2009,1,31,166.5177858,91.8568,104.4461705
2009,2,31,167.5471169,91.76227,104.0040417
2009,3,31,169.017063,92.53872,106.1386502
2009,4,31,171.0509495,95.06458,109.3413194
2010,1,31,172.2885342,96.89075,112.0859596
2010,2,31,173.6592637,95.81594,112.5118004
2010,3,31,175.2978773,96.20544,113.4257218
2010,4,31,176.9612314,99.35572,114.9106933
2011,1,31,179.1661472,100.33208,115.9944754
2011,2,31,181.0950426,99.66279,116.4620657
2011,3,31,182.7920514,100.15168,117.9813496
2011,4,31,183.815206,102.57443,119.6225905
2012,1,31,188.0659521,104.42503,120.4963085
2012,2,31,190.0812448,103.75884,122.0109257
2012,3,31,192.078171,105.20102,122.0605247
2012,4,31,194.2018684,106.75134,119.6407043
2001,1,32,87.90231614,67.55978,99.65866832
2001,2,32,92.20548336,68.42878,99.63357944
2001,3,32,94.95567211,69.32248,100.053331
2001,4,32,96.89519782,69.80936,99.61450967
2002,1,32,99.38936814,70.31424,98.55714561
2002,2,32,100.2732391,70.91242,99.32485004
2002,3,32,101.083836,71.30598,99.45769375
2002,4,32,103.3823681,72.28447,99.49988738
2003,1,32,105.4599984,73.38718,100.7079991
2003,2,32,107.5615199,73.84672,99.84226644
2003,3,32,109.1932492,74.07881,98.64165685
2003,4,32,115.3303459,74.75236,101.4634522
2004,1,32,118.9911303,75.8641,104.3735571
2004,2,32,123.7349646,76.29407,102.9221253
2004,3,32,129.7473346,77.26256,104.2730928
2004,4,32,133.6201208,78.81111,104.9995635
2005,1,32,137.7062887,79.76936,105.0543786
2005,2,32,141.6154374,80.29252,105.7389947
2005,3,32,144.3657573,80.72139,107.8074637
2005,4,32,147.4735988,81.04307,110.9397676
2006,1,32,151.0378259,81.89224,112.1336545
2006,2,32,150.2976398,82.35925,114.140797
2006,3,32,168.3066041,82.99732,113.2200485
2006,4,32,155.8670602,84.0506,112.9463419
2007,1,32,159.8075434,85.21741,116.283485
2007,2,32,159.8618381,85.57856,115.4359435
2007,3,32,161.314745,86.8708,115.7224699
2007,4,32,164.0785881,87.93095,115.3218362
2008,1,32,167.2291519,89.08102,116.4028017
2008,2,32,169.4568997,89.81412,115.8726575
2008,3,32,170.8628587,91.00545,113.2364385
2008,4,32,173.7695069,92.64069,109.1938814
2009,1,32,176.5777029,93.37318,104.4461705
2009,2,32,178.9973714,94.78738,104.0040417
2009,3,32,180.0534833,95.3142,106.1386502
2009,4,32,185.7808638,95.7622,109.3413194
2010,1,32,188.7493178,97.55024,112.0859596
2010,2,32,192.2312558,97.64145,112.5118004
2010,3,32,193.1306003,98.38451,113.4257218
2010,4,32,196.2526917,99.51616,114.9106933
2011,1,32,199.7629185,100.75431,115.9944754
2011,2,32,202.4354092,101.55299,116.4620657
2011,3,32,209.0238513,102.7154,117.9813496
2011,4,32,209.4938897,103.80605,119.6225905
2012,1,32,213.2681643,105.47528,120.4963085
2012,2,32,218.6377737,105.60774,122.0109257
2012,3,32,225.9860274,107.30605,122.0605247
2012,4,32,225.4287634,107.90536,119.6407043
